,antecedents,consequents
1349,"['lukebryan_shegetmehigh', 'mileycyrus_fu']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1350,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'mileycyrus_fu']"
1351,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['&fabolous']
1352,"['lukebryan_shegetmehigh', 'mileycyrus_fu', '&fabolous']",['kaleo_alltheprettygirls']
1353,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls', '&fabolous']",['mileycyrus_fu']
1354,"['mileycyrus_fu', 'kaleo_alltheprettygirls', '&fabolous']",['lukebryan_shegetmehigh']
1355,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['mileycyrus_fu', '&fabolous']"
1356,"['lukebryan_shegetmehigh', '&fabolous']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1357,"['mileycyrus_fu', '&fabolous']","['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']"
1358,"['kaleo_alltheprettygirls', '&fabolous']","['lukebryan_shegetmehigh', 'mileycyrus_fu']"
1359,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1360,"['lukebryan_nightone', 'lukebryan_suntancity', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1361,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_suntancity']
1362,"['lukebryan_suntancity', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
1363,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1364,"['lukebryan_suntancity', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'mileycyrus_fu']"
1365,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['kaleo_alltheprettygirls']
1366,"['lukebryan_nightone', 'travisatreo_youareinlove', 'kaleo_alltheprettygirls']",['mileycyrus_fu']
1367,"['lukebryan_nightone', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['travisatreo_youareinlove']
1368,"['travisatreo_youareinlove', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['lukebryan_nightone']
1369,"['lukebryan_nightone', 'travisatreo_youareinlove']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1370,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'kaleo_alltheprettygirls']"
1371,"['travisatreo_youareinlove', 'kaleo_alltheprettygirls']","['lukebryan_nightone', 'mileycyrus_fu']"
1372,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['leonbridges_cominghome']
1373,"['lukebryan_nightone', 'travisatreo_youareinlove', 'leonbridges_cominghome']",['mileycyrus_fu']
1374,"['lukebryan_nightone', 'mileycyrus_fu', 'leonbridges_cominghome']",['travisatreo_youareinlove']
1375,"['travisatreo_youareinlove', 'mileycyrus_fu', 'leonbridges_cominghome']",['lukebryan_nightone']
1376,"['lukebryan_nightone', 'travisatreo_youareinlove']","['mileycyrus_fu', 'leonbridges_cominghome']"
1377,"['lukebryan_nightone', 'leonbridges_cominghome']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1378,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'leonbridges_cominghome']"
1379,"['travisatreo_youareinlove', 'leonbridges_cominghome']","['lukebryan_nightone', 'mileycyrus_fu']"
1380,"['mileycyrus_fu', 'leonbridges_cominghome']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1381,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['lukebryan_shegetmehigh']
1382,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']",['lukebryan_suntancity']
1383,"['lukebryan_nightone', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']",['kanyewest_gorgeous']
1384,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']",['lukebryan_nightone']
1385,"['lukebryan_nightone', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'lukebryan_shegetmehigh']"
1386,"['lukebryan_nightone', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'lukebryan_shegetmehigh']"
1387,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'lukebryan_suntancity']"
1388,"['lukebryan_suntancity', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1389,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']",['mileycyrus_fu']
1390,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_shegetmehigh']
1391,"['lukebryan_nightone', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['kanyewest_gorgeous']
1392,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['lukebryan_nightone']
1393,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'mileycyrus_fu']"
1394,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['lukebryan_shegetmehigh']
1395,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_shegetmehigh']",['travisatreo_youareinlove']
1396,"['lukebryan_nightone', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']",['kanyewest_gorgeous']
1397,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']",['lukebryan_nightone']
1398,"['lukebryan_nightone', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_shegetmehigh']"
1399,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1400,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1401,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']",['mileycyrus_fu']
1402,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_shegetmehigh']
1403,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['lukebryan_suntancity']
1404,"['lukebryan_suntancity', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['kanyewest_gorgeous']
1405,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['lukebryan_suntancity', 'mileycyrus_fu']"
1406,"['lukebryan_suntancity', 'lukebryan_shegetmehigh']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1407,"['lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_shegetmehigh']"
1408,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'lukebryan_shegetmehigh']",['lukebryan_suntancity']
1409,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1410,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'lukebryan_shegetmehigh']",['travisatreo_youareinlove']
1411,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1412,"['kanyewest_gorgeous', 'lukebryan_shegetmehigh']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1413,"['lukebryan_suntancity', 'lukebryan_shegetmehigh']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1414,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['mileycyrus_fu']
1415,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_suntancity']
1416,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']",['kanyewest_gorgeous']
1417,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_nightone']
1418,"['lukebryan_nightone', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'mileycyrus_fu']"
1419,"['lukebryan_nightone', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1420,"['kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1421,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1422,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['travisatreo_youareinlove']
1423,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['lukebryan_suntancity']
1424,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
1425,"['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity']",['lukebryan_nightone']
1426,"['lukebryan_nightone', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1427,"['lukebryan_nightone', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1428,"['lukebryan_nightone', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1429,"['travisatreo_youareinlove', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1430,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['mileycyrus_fu']
1431,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']",['travisatreo_youareinlove']
1432,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['kanyewest_gorgeous']
1433,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_nightone']
1434,"['lukebryan_nightone', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1435,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1436,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_suntancity']
1437,"['travisatreo_youareinlove', 'mileycyrus_fu', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1438,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['travisatreo_youareinlove']
1439,"['travisatreo_youareinlove', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1440,"['lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1441,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'jackjohnson_igotyou']",['lukebryan_suntancity']
1442,"['travisatreo_youareinlove', 'jackjohnson_igotyou', 'lukebryan_suntancity']",['kanyewest_gorgeous']
1443,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'jackjohnson_igotyou']",['travisatreo_youareinlove']
1444,"['travisatreo_youareinlove', 'jackjohnson_igotyou']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1445,"['kanyewest_gorgeous', 'jackjohnson_igotyou']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1446,"['lukebryan_suntancity', 'jackjohnson_igotyou']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1447,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'travisatreo_youareinlove']",['mileycyrus_fu']
1448,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'mileycyrus_fu']",['travisatreo_youareinlove']
1449,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove', 'mileycyrus_fu']",['kanyewest_gorgeous']
1450,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']",['jimmybuffett_remittanceman']
1451,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1452,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1453,"['jimmybuffett_remittanceman', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1454,"['travisatreo_youareinlove', 'mileycyrus_fu']","['jimmybuffett_remittanceman', 'kanyewest_gorgeous']"
1455,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lilwayne_presidentcarter']
1456,"['lukebryan_nightone', 'travisatreo_youareinlove', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1457,"['lukebryan_nightone', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['travisatreo_youareinlove']
1458,"['travisatreo_youareinlove', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['lukebryan_nightone']
1459,"['lukebryan_nightone', 'travisatreo_youareinlove']","['mileycyrus_fu', 'lilwayne_presidentcarter']"
1460,"['lukebryan_nightone', 'lilwayne_presidentcarter']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1461,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'lilwayne_presidentcarter']"
1462,"['travisatreo_youareinlove', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'mileycyrus_fu']"
1463,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1464,"['elliegoulding_myblood', 'ironchic_cutesymonsterman', 'restorations_kindofcomfort']",['ironchic_(castle)numbskull']
1465,"['ironchic_cutesymonsterman', 'restorations_kindofcomfort', 'ironchic_(castle)numbskull']",['elliegoulding_myblood']
1466,"['elliegoulding_myblood', 'restorations_kindofcomfort', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1467,"['ironchic_cutesymonsterman', 'elliegoulding_myblood', 'ironchic_(castle)numbskull']",['restorations_kindofcomfort']
1468,"['ironchic_cutesymonsterman', 'restorations_kindofcomfort']","['elliegoulding_myblood', 'ironchic_(castle)numbskull']"
1469,"['elliegoulding_myblood', 'restorations_kindofcomfort']","['ironchic_cutesymonsterman', 'ironchic_(castle)numbskull']"
1470,"['restorations_kindofcomfort', 'ironchic_(castle)numbskull']","['ironchic_cutesymonsterman', 'elliegoulding_myblood']"
1471,"['ironchic_cutesymonsterman', 'sigala_easylove', 'ethanpierce_darkskies']",['ironchic_(castle)numbskull']
1472,"['ironchic_cutesymonsterman', 'sigala_easylove', 'ironchic_(castle)numbskull']",['ethanpierce_darkskies']
1473,"['ironchic_cutesymonsterman', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['sigala_easylove']
1474,"['sigala_easylove', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1475,"['ironchic_cutesymonsterman', 'sigala_easylove']","['ethanpierce_darkskies', 'ironchic_(castle)numbskull']"
1476,"['ironchic_cutesymonsterman', 'ethanpierce_darkskies', 'kooljohn_bluehunnids']",['ironchic_(castle)numbskull']
1477,"['ironchic_cutesymonsterman', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['kooljohn_bluehunnids']
1478,"['ironchic_cutesymonsterman', 'kooljohn_bluehunnids', 'ironchic_(castle)numbskull']",['ethanpierce_darkskies']
1479,"['ethanpierce_darkskies', 'kooljohn_bluehunnids', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1480,"['ironchic_cutesymonsterman', 'kooljohn_bluehunnids']","['ethanpierce_darkskies', 'ironchic_(castle)numbskull']"
1481,"['kooljohn_bluehunnids', 'ironchic_(castle)numbskull']","['ironchic_cutesymonsterman', 'ethanpierce_darkskies']"
1482,"['ironchic_cutesymonsterman', 'frances_letitout', 'elliegoulding_myblood']",['ironchic_(castle)numbskull']
1483,"['ironchic_cutesymonsterman', 'frances_letitout', 'ironchic_(castle)numbskull']",['elliegoulding_myblood']
1484,"['frances_letitout', 'elliegoulding_myblood', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1485,"['frances_letitout', 'elliegoulding_myblood']","['ironchic_cutesymonsterman', 'ironchic_(castle)numbskull']"
1486,"['ironchic_cutesymonsterman', 'frances_letitout', 'ethanpierce_darkskies']",['ironchic_(castle)numbskull']
1487,"['ironchic_cutesymonsterman', 'frances_letitout', 'ironchic_(castle)numbskull']",['ethanpierce_darkskies']
1488,"['ironchic_cutesymonsterman', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['frances_letitout']
1489,"['frances_letitout', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1490,"['ironchic_cutesymonsterman', 'elliegoulding_myblood', 'empireofthesun_wearethepeople']",['ironchic_(castle)numbskull']
1491,"['ironchic_cutesymonsterman', 'empireofthesun_wearethepeople', 'ironchic_(castle)numbskull']",['elliegoulding_myblood']
1492,"['elliegoulding_myblood', 'empireofthesun_wearethepeople', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1493,"['elliegoulding_myblood', 'empireofthesun_wearethepeople']","['ironchic_cutesymonsterman', 'ironchic_(castle)numbskull']"
1494,"['ironchic_cutesymonsterman', 'ethanpierce_darkskies', 'empireofthesun_wearethepeople']",['ironchic_(castle)numbskull']
1495,"['ironchic_cutesymonsterman', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['empireofthesun_wearethepeople']
1496,"['ethanpierce_darkskies', 'empireofthesun_wearethepeople', 'ironchic_(castle)numbskull']",['ironchic_cutesymonsterman']
1497,"['ironchic_cutesymonsterman', 'empireofthesun_wearethepeople', 'ironchic_(castle)numbskull']",['ethanpierce_darkskies']
1498,"['frances_letitout', 'sigala_easylove', 'ethanpierce_darkskies']",['ironchic_(castle)numbskull']
1499,"['frances_letitout', 'sigala_easylove', 'ironchic_(castle)numbskull']",['ethanpierce_darkskies']
1500,"['frances_letitout', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['sigala_easylove']
1501,"['sigala_easylove', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['frances_letitout']
1502,"['mario_ichooseyou', 'sigala_easylove', 'ethanpierce_darkskies']",['ironchic_(castle)numbskull']
1503,"['mario_ichooseyou', 'sigala_easylove', 'ironchic_(castle)numbskull']",['ethanpierce_darkskies']
1504,"['mario_ichooseyou', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['sigala_easylove']
1505,"['sigala_easylove', 'ethanpierce_darkskies', 'ironchic_(castle)numbskull']",['mario_ichooseyou']
1506,"['mario_ichooseyou', 'sigala_easylove']","['ethanpierce_darkskies', 'ironchic_(castle)numbskull']"
1507,"['mario_ichooseyou', 'ironchic_(castle)numbskull']","['sigala_easylove', 'ethanpierce_darkskies']"
1508,"['mario_ichooseyou', 'ironchic_cutesymonsterman', 'sigala_easylove']",['ethanpierce_darkskies']
1509,"['mario_ichooseyou', 'ironchic_cutesymonsterman', 'ethanpierce_darkskies']",['sigala_easylove']
1510,"['mario_ichooseyou', 'sigala_easylove', 'ethanpierce_darkskies']",['ironchic_cutesymonsterman']
1511,"['ironchic_cutesymonsterman', 'sigala_easylove', 'ethanpierce_darkskies']",['mario_ichooseyou']
1512,"['mario_ichooseyou', 'ironchic_cutesymonsterman']","['sigala_easylove', 'ethanpierce_darkskies']"
1513,"['mario_ichooseyou', 'sigala_easylove']","['ironchic_cutesymonsterman', 'ethanpierce_darkskies']"
1514,"['ironchic_cutesymonsterman', 'sigala_easylove']","['mario_ichooseyou', 'ethanpierce_darkskies']"
1515,"['mario_ichooseyou', 'ironchic_cutesymonsterman', 'owlcity_unbelievable']",['ethanpierce_darkskies']
1516,"['mario_ichooseyou', 'ironchic_cutesymonsterman', 'ethanpierce_darkskies']",['owlcity_unbelievable']
1517,"['mario_ichooseyou', 'owlcity_unbelievable', 'ethanpierce_darkskies']",['ironchic_cutesymonsterman']
1518,"['ironchic_cutesymonsterman', 'owlcity_unbelievable', 'ethanpierce_darkskies']",['mario_ichooseyou']
1519,"['mario_ichooseyou', 'ironchic_cutesymonsterman']","['owlcity_unbelievable', 'ethanpierce_darkskies']"
1520,"['mario_ichooseyou', 'owlcity_unbelievable']","['ironchic_cutesymonsterman', 'ethanpierce_darkskies']"
1521,"['ironchic_cutesymonsterman', 'owlcity_unbelievable']","['mario_ichooseyou', 'ethanpierce_darkskies']"
1522,"['owlcity_unbelievable', 'ethanpierce_darkskies']","['mario_ichooseyou', 'ironchic_cutesymonsterman']"
1523,"['johnnyswim_diamonds', 'ironchic_cutesymonsterman', ""joeladams_pleasedon'tgo""]",['ethanpierce_darkskies']
1524,"['johnnyswim_diamonds', 'ironchic_cutesymonsterman', 'ethanpierce_darkskies']","[""joeladams_pleasedon'tgo""]"
1525,"['johnnyswim_diamonds', ""joeladams_pleasedon'tgo"", 'ethanpierce_darkskies']",['ironchic_cutesymonsterman']
1526,"['ironchic_cutesymonsterman', 'ethanpierce_darkskies', ""joeladams_pleasedon'tgo""]",['johnnyswim_diamonds']
1527,"['johnnyswim_diamonds', 'ironchic_cutesymonsterman']","[""joeladams_pleasedon'tgo"", 'ethanpierce_darkskies']"
1528,"['johnnyswim_diamonds', ""joeladams_pleasedon'tgo""]","['ironchic_cutesymonsterman', 'ethanpierce_darkskies']"
1529,"[""joeladams_pleasedon'tgo"", 'ethanpierce_darkskies']","['johnnyswim_diamonds', 'ironchic_cutesymonsterman']"
1530,"['halsey_ghost-lostkingsremix', 'mario_ichooseyou', 'owlcity_unbelievable']",['ethanpierce_darkskies']
1531,"['halsey_ghost-lostkingsremix', 'mario_ichooseyou', 'ethanpierce_darkskies']",['owlcity_unbelievable']
1532,"['halsey_ghost-lostkingsremix', 'owlcity_unbelievable', 'ethanpierce_darkskies']",['mario_ichooseyou']
1533,"['mario_ichooseyou', 'owlcity_unbelievable', 'ethanpierce_darkskies']",['halsey_ghost-lostkingsremix']
